,price
115700,2961
119968,1179
4895,7602
91878,1637
56273,4538
121237,1386
144467,4370
98452,660
18752,3321
17537,14083
29301,974
48231,16793
32136,720
102747,810
72982,2938
98540,2016
81437,561
141826,15874
16105,1882
151175,4432
46479,1257
5542,5889
68619,706
124982,1249
88733,15993
207,1764
28982,3697
25592,3402
68910,5557
10526,7226
48604,1329
42828,13803
95673,3048
21057,544
131733,1630
97543,2119
53363,5445
9686,2834
34790,2100
125541,8602
150273,702
136321,14281
74069,1881
45113,1843
73794,2015
10717,3071
56549,6229
125703,11711
145556,1608
135327,5412
36378,3048
10756,1838
64315,7049
72240,6236
116492,1893
115395,593
125926,568
68008,1187
141178,6250
54624,2119
31367,1014
16456,812
145282,706
110944,10463
112356,1789
111335,1640
12323,972
54253,552
15746,873
31007,6289
76329,732
33893,6235
148697,5075
38401,776
27715,1781
5585,9498
109847,911
55754,1313
126888,4514
31910,6899
8331,720
124457,7275
94018,4446
65108,6906
4358,14790
112418,18172
17727,3615
7421,6153
33998,4167
3427,9568
57993,6352
91658,692
23711,844
40390,945
9969,6494
92578,1068
16014,2376
68388,1334
77231,446
17835,1069
49104,5657
80532,4078
17014,4916
17633,574
26160,813
127556,1752
81571,6301
65681,7695
88920,5578
36041,877
8124,995
138299,477
12665,933
32040,919
105111,8709
110641,717
34084,1050
127834,4805
119503,5914
31401,3611
75388,4692
76153,402
127959,4750
81929,1412
37384,2789
28463,1708
38038,945
10282,1136
154741,3696
88204,6371
144745,4398
42668,5665
71031,2026
152747,2616
59189,15974
100102,852
12149,1770
107971,1024
119891,8362
825,1262
119735,628
137513,1936
48368,945
18743,1243
3654,10798
63646,1722
72588,1906
5948,4201
24927,6974
20353,7655
114014,876
86365,4514
154243,2867
19810,3358
21190,906
12289,10367
108177,4260
30905,7203
114793,706
121999,2507
7224,725
144539,2807
18866,1708
12592,5756
93747,537
57716,3818
7151,1637
26329,14408
137084,3508
46413,1963
23095,3750
13864,11511
45379,3785
110350,3387
36914,7395
139978,1311
128803,10113
56088,373
39310,1624
87163,700
59182,1024
64106,630
9388,4939
24596,625
34562,3121
78714,1173
3201,1605
36103,7055
3180,816
73770,8824
46819,2824
142635,1056
3812,2144
142628,2974
53551,1981
81889,4788
21636,1701
32779,490
135832,1911
1177,3588
31348,394
11845,608
6471,882
22612,3570
107522,14330
77576,593
25537,957
36447,1789
109834,1436
63449,4268
79973,1786
153515,5806
96546,3454
93680,709
139999,907
103896,4580
7538,731
35643,694
140180,5233
100494,1221
126969,4399
27723,6025
89152,1163
3726,5335
51924,10241
91736,936
115142,507
132439,1131
3712,6653
103754,5094
17772,4106
1640,1789
99304,2704
96652,3573
73297,700
36321,2843
4114,956
67203,1017
29165,3004
114044,7106
2137,838
16096,2909
118516,1654
3422,2550
111279,988
5704,5798
148159,12897
103409,2167
36059,2649
8125,2202
110169,514
3198,994
18501,1220
19508,11188
47055,484
79134,6857
36738,10680
101376,8227
6873,8037
54061,10365
13422,7324
19037,5787
50138,625
38118,11434
36487,1343
24089,7441
28625,17313
31623,935
88009,628
125354,3823
146649,419
23628,4315
48320,3629
110677,9747
124398,4916
13594,613
13669,1378
105823,635
154268,10839
123008,7356
10225,707
121863,8912
135542,15498
43753,1977
1969,847
128335,3833
32556,14024
104061,727
22911,579
39062,11255
12115,15330
79141,1115
9110,6078
68785,3384
6570,1565
137710,16316
56503,608
120030,9533
146470,876
61212,9117
89393,3633
45272,3838
126945,662
132311,6060
11271,526
17449,2586
119273,867
1825,17343
33997,2701
64178,913
140272,1040
6070,11737
4618,1336
76260,13474
132130,1666
15244,9310
3634,2596
281,3237
91155,1346
23828,819
81537,5416
151409,435
34707,18578
26322,394
131691,2339
149381,3473
83310,1125
116891,12831
79671,3304
26155,3199
9847,828
92324,3697
15563,9193
28100,709
55204,1181
35946,9572
107803,1240
71635,2056
108856,710
154571,2094
79530,680
137348,4940
18454,3146
37449,5804
111453,912
76619,723
120585,7785
76367,658
82189,573
33397,16316
44738,1641
28447,4557
118154,1557
121750,4021
143660,773
61367,3163
86475,1157
152999,2375
144832,1601
64674,4486
67649,1592
61272,9372
125818,5690
101520,4155
45893,8446
101459,8257
23278,2637
35046,14603
98317,2231
96059,693
26891,15708
11347,3850
135720,1334
125932,1953
21179,3568
64324,641
26916,1859
33142,7550
25367,933
88397,5375
142633,607
154351,11816
2937,1024
19975,745
3704,8313
57056,16256
84878,828
126503,4853
24578,884
128267,3819
86652,761
42229,814
21455,1389
17778,5656
29426,1066
143273,5205
21564,11455
124677,719
26017,1893
26958,1446
38560,10441
153087,593
31585,1338
8074,2333
2063,1179
72099,625
4703,4265
80818,7413
116400,3956
114225,7577
39063,4498
99259,758
15657,5139
101757,6701
25963,7743
24122,6732
74131,5012
132028,886
59321,3775
112340,3228
6241,827
111822,14414
55230,4884
16309,15450
21714,1295
8946,5171
79561,3674
36529,4749
2920,5055
13626,16929
661,1433
16082,642
105361,968
20049,1607
114994,3950
92447,1017
70326,1776
2356,16170
110198,11637
28380,1169
38309,1667
28793,10696
123629,6368
151094,887
8104,1100
2959,866
83186,616
79148,11009
132632,626
110091,886
141398,1035
72715,4624
146385,10472
111562,3171
36877,11192
95081,8476
152360,5002
32660,3146
98818,14817
33662,709
81941,4435
4175,2990
11653,3777
98511,1087
22377,876
2844,1031
100734,4704
24826,1944
61550,647
144701,405
1897,1566
134461,2901
2503,8074
102215,430
90827,548
64881,703
33320,596
2229,15005
125150,3160
130406,738
117832,2473
132997,960
26000,16700
57660,1722
71626,6340
51047,605
62768,1439
1217,6825
9078,2879
68577,1948
127118,9278
75897,891
50861,8011
154470,537
108737,732
52326,2917
50069,628
56985,1046
112755,1058
21218,637
112360,2729
3638,1402
6368,8022
49153,7287
122720,5217
61681,581
22431,3018
74441,1832
35488,1415
48787,8004
96347,4586
14773,2913
28483,468
125816,2039
39499,2442
19622,3787
46167,2596
69298,689
9195,1345
26144,965
30087,18107
28862,6183
37231,552
51195,3445
64288,8563
17902,1186
152876,6762
6154,3531
2357,10681
106661,5387
126446,974
83309,3324
5223,1857
6229,7137
2803,15528
102471,696
36326,771
85708,1040
5973,1814
82503,1561
54615,5140
49268,828
5109,1859
129749,11666
74744,2311
65455,1832
104101,1688
8712,579
34531,386
27241,5292
79083,710
28541,565
11536,1915
47837,8752
68760,447
526,16261
122413,1436
146323,478
52098,4430
29839,5018
44859,3139
136727,1815
15041,2187
82879,1151
15324,3668
6921,4398
85553,844
82970,3581
139783,1226
12658,2464
136848,1003
115672,2789
15555,2093
21563,891
85530,421
18639,1150
154091,15847
14372,5967
26385,648
82711,1272
84976,11873
26431,8752
24504,906
133052,4381
151054,1100
12857,12196
138496,4196
5626,10317
128386,970
8410,1063
99986,1018
48901,5192
29545,3816
4816,5312
15428,1436
53268,491
33756,4884
97883,3882
20627,1437
52930,1329
22042,4209
134165,4948
52307,8223
78797,8889
36759,7294
27189,3311
23411,446
148554,1840
75932,3360
41846,645
97768,4773
137612,1627
89186,752
145360,2096
123395,1272
144097,814
26029,1664
11745,2347
20783,8929
29241,2221
27082,5361
93106,18760
31598,6255
7813,1926
20278,5979
123786,10580
57372,5335
27083,5427
100732,743
152499,11188
87266,1942
77475,2403
152267,882
24860,17936
115374,581
13781,4906
35,593
67889,18166
114682,905
20953,2890
9077,5759
73609,7277
63888,9471
123797,2583
26406,1656
138563,983
115953,1376
21753,854
83807,1073
144579,1613
136156,5788
2874,1230
91357,12900
1435,8008
61246,13248
144353,850
18421,11161
29257,4829
23731,4989
76242,1786
132079,1211
63852,8643
31575,1868
13525,4564
144059,1200
8180,4255
11046,4592
128232,998
75418,8736
36675,2427
75713,4826
9276,972
91659,1631
92124,2800
34146,1240
25059,2984
126209,1662
149859,5712
92241,4598
42534,933
12723,6511
153962,710
2719,7492
105865,4836
78249,2749
47638,798
30516,16241
49138,548
68344,672
74553,2125
49708,961
48874,984
153606,2697
53947,11737
133541,591
69274,1682
86206,798
111785,5280
2506,5226
97624,1080
27970,10203
9344,582
105228,373
19623,2249
7314,7477
86231,732
124165,1911
99616,8133
71719,11641
6775,3504
11303,5249
132663,2203
128322,7862
150201,666
84082,847
2396,536
115005,3422
140588,5787
125991,3365
45648,2054
86988,6503
85956,10080
41755,2341
134092,928
140975,471
126267,1002
106532,3417
41873,732
112217,2294
70831,15773
135044,4964
152826,716
69669,836
33742,706
105595,3635
25559,5259
81121,691
50106,13152
34976,5361
37544,982
42520,3971
127015,6612
46542,9471
29192,6563
94377,892
25931,5749
88801,540
103320,13027
17602,666
65160,5025
43642,1105
88,3115
83560,15454
148746,11009
83300,1441
34701,422
102979,1312
35934,1200
60504,10367
33660,7326
7287,4641
54028,3206
61413,14308
7906,2393
5045,673
792,452
112855,7168
2899,7565
1639,9407
7657,4277
19088,2666
26172,11161
30448,7751
149369,1409
76898,11633
46600,16793
66262,561
73781,5952
27162,4507
118533,17496
145271,5436
31768,2333
3590,17186
116953,4498
61665,810
40042,15426
77129,4398
10371,2016
64754,6353
41844,15026
14411,8081
33193,10696
128583,830
31056,10317
80435,589
24262,561
24494,713
34636,956
5971,956
126295,13239
128301,1079
32852,1129
124343,1781
131878,3921
13787,773
45028,7943
124988,4586
67364,807
43001,12406
89431,1970
122744,4243
135566,8745
11614,8736
33989,14375
16814,6659
112573,1061
9127,5551
31833,9450
11015,17168
32413,8830
24951,1151
33933,4107
109996,1443
2050,1012
32733,886
141888,2018
143748,1807
134502,2297
24574,531
26286,1129
105373,4860
102665,1941
141688,811
58606,3048
83691,3238
85431,7540
33039,11156
12984,16641
73972,681
61916,17258
27398,7950
5843,702
45084,3193
16371,2316
107309,1052
39974,7430
96122,2560
69346,631
144991,16544
24757,6593
27788,666
29430,18310
125341,15984
28607,408
123618,2193
110017,939
74859,2360
79273,14534
113824,671
3559,8707
7564,958
115608,10428
146389,491
54620,1050
44547,2106
6640,6479
94071,987
33060,941
17212,1400
23510,18198
151734,430
134055,7147
33346,6097
96443,16280
35435,2514
121826,810
52375,4661
74910,574
89613,1621
87312,2232
66150,2396
148922,947
37265,2459
19426,1441
25510,667
51571,853
30451,2915
36062,1209
137809,4214
41786,5821
80559,10752
142194,593
24070,16287
139892,1825
13412,10321
44813,3199
94457,1760
19541,2631
56276,3588
87833,4711
143254,879
106896,786
70342,9123
29711,521
37641,4492
4149,1067
122732,961
90600,16628
77454,3442
31975,3597
146968,5551
58053,3432
105423,2198
67957,8291
30970,3774
132822,1930
11344,6738
28074,4805
143326,1596
131410,1819
90327,789
20837,3018
132413,2064
151563,11146
57134,552
94006,732
36408,1591
25695,4171
152592,959
11986,780
6960,3035
69626,1687
125995,2104
91748,1790
51474,12948
23051,539
88929,5519
20581,6850
86123,959
10234,841
28145,1080
45186,1398
24354,5760
13350,709
110616,816
55337,507
83559,6542
131132,2170
34008,14165
54912,716
14118,3780
11325,8223
15048,8555
100424,743
132596,11756
9135,640
23518,8548
66017,4615
38890,2812
21634,450
272,3697
121789,596
143184,9886
146922,561
8201,2726
114130,9290
59129,828
152864,7550
120900,2099
4853,8525
154222,854
29516,1110
4983,1002
116021,8879
11046,776
976,12880
89599,4746
29216,2572
57492,2701
53276,9189
11555,648
21172,863
150322,12308
38709,1985
101371,3975
128575,2442
12611,5879
5587,1819
89563,1341
101332,8163
35737,3363
142736,2397
35266,2617
74182,3784
47924,6424
23042,2373
4263,8602
29402,2475
81182,4064
51226,5255
16725,734
40809,16582
48756,952
1622,616
128377,1150
121829,961
153252,397
16166,4481
2871,855
31653,14065
33598,1052
14457,3019
61268,1333
56133,2264
81994,1244
74532,18124
126678,5290
55961,2351
116739,1007
51693,1656
130282,844
148757,1935
55029,926
23752,668
60774,686
99608,2825
35367,3387
2573,6366
27856,4304
35954,524
4743,865
28134,1090
13813,3545
90093,3539
67642,3574
19063,1802
24499,2066
21862,1050
6189,1922
148843,6199
120307,830
120674,521
138155,7356
130273,11716
111496,419
132351,552
9786,1358
14596,9836
116243,9697
102870,4600
94914,485
146430,17160
103145,1563
87955,2403
23236,11663
19094,10455
139777,16170
118865,1008
7633,11574
26674,17666
144931,18295
18088,530
12434,2562
151151,949
29608,787
36714,14258
2198,2945
16032,723
4425,2391
6150,3170
47057,3589
148399,2511
66358,994
86925,7200
121300,2652
127157,2514
54771,5555
119235,4474
12175,3674
84458,7577
113453,5500
36749,15466
8035,2834
87127,521
34911,3220
73506,599
64929,2903
101358,4284
85595,16703
374,7481
39986,6905
72258,1600
7694,17313
32587,4290
74055,10897
63230,1179
76218,1002
30678,4742
31320,1914
110904,6962
109575,9057
128177,2410
26399,4434
105947,587
126944,17323
28817,16914
120993,3400
75629,921
131026,7159
103177,612
78623,721
48770,780
40806,5327
12342,4912
129948,18717
52487,828
31382,886
65155,926
119614,1013
1736,1580
38565,6346
11485,605
26737,732
38000,16733
119771,3105
137717,1910
5079,4764
24516,2822
38258,445
64077,3004
9750,4702
149521,7441
93607,1087
72847,788
90397,8010
18674,760
4166,6366
59676,4841
133789,4586
2079,886
93501,1633
34280,2877
9933,1262
24442,7961
133554,1851
92374,5456
18163,16146
1759,10336
151878,2806
62823,2430
152638,906
96731,1157
1131,3166
52853,6473
26054,401
19816,5544
46163,2470
70480,1179
3910,5551
103892,7923
147313,687
141467,449
19097,675
4757,1774
94270,4624
13362,2131
121008,900
46240,2269
19956,7848
21979,4764
67526,802
127738,5219
41914,889
137855,4503
36368,1235
57761,1786
8666,905
126161,1610
8070,4304
139649,815
25902,810
63731,1712
1364,2574
40738,8233
13224,3246
97945,777
39224,645
57545,509
56264,1155
142766,11430
68244,1569
119719,787
15496,905
13644,463
29387,1304
100158,552
19256,3689
117718,5627
124085,642
23737,526
132717,401
12458,10043
22116,1155
76589,589
34560,2753
144790,16603
24096,5127
134869,945
20541,15025
55176,942
109945,4662
27632,7697
52329,8040
126,11387
104263,4344
53028,5453
60279,1746
37219,3404
16129,3898
27306,1944
91751,1915
33156,9932
146400,1080
17368,13719
109777,2759
125885,977
73319,1654
133515,432
90474,3082
76077,629
115033,802
131886,804
55318,1717
144071,6831
76325,7359
14153,863
126205,1832
77834,2652
71315,5262
130330,2536
124714,638
75683,565
15880,2833
147550,1087
20609,1007
134828,2163
101195,828
84291,15887
14382,16704
126108,500
64772,583
20103,2516
129038,526
40631,1014
64435,2570
128876,1245
71907,7650
5700,1326
154782,2656
31394,4355
125733,2283
46197,1564
20086,3620
102916,18766
32265,1818
59201,4525
19029,12755
67779,4095
103677,11372
2336,4200
32154,671
64484,1114
44028,1069
66656,18275
97720,2604
10789,4398
51356,719
98723,4140
131994,666
140518,4034
25053,574
59379,1333
5408,407
71324,6223
120430,581
80910,4630
33033,5329
24519,15847
83122,2106
96646,2199
54917,1561
41157,3043
67506,791
11302,2189
135090,6180
92263,504
12669,3024
127796,716
149453,2372
21772,16442
11246,11194
10230,2145
67728,394
150168,658
140256,5700
149646,1999
102974,3945
73340,1780
143026,5160
39711,15032
5501,4190
35421,2210
43303,1608
14060,6661
148056,412
20611,2210
125501,544
131149,460
144,1024
150354,686
15524,6809
86740,867
88861,1082
6737,2635
121101,880
58596,5412
18046,6033
8007,473
87388,999
137023,2331
43925,3593
12373,4337
136487,1201
124450,6006
73698,11511
84555,861
101834,11040
139639,912
67444,3541
127309,2896
42929,8149
235,1864
12219,17231
83524,2739
106288,886
42078,4466
12472,515
2828,794
97829,2348
79767,1998
93070,3031
150288,2262
108872,11272
132414,11477
8512,2117
10601,12851
5287,14165
116748,548
39809,802
133291,493
140937,591
87958,11530
82180,2577
65545,4739
35597,5666
123781,579
20128,667
47362,1096
105292,743
32254,6870
20618,386
1917,2763
1828,4996
42533,5301
78477,10317
104537,6462
67584,2164
127534,1689
13190,5331
21801,454
25590,926
34281,6621
91922,700
64323,4268
42101,17442
6319,6480
137541,2396
97579,13948
88236,4229
46514,4284
79239,3088
10954,13667
846,1079
53441,11248
13234,600
112221,1923
125808,1427
131189,752
122883,3349
4960,2344
41427,489
122177,1894
16389,5367
14324,404
9111,736
76323,10479
4324,421
1032,1605
144118,8995
124040,1266
3660,3806
144990,2882
76125,3521
32352,631
3353,730
72303,4233
1605,7504
116421,10546
3499,2406
116148,1809
34870,515
4238,1708
3812,695
112581,3119
17260,479
76090,595
75703,965
126394,435
10743,3859
48447,5728
30767,640
36218,12308
100776,4211
72274,506
23275,1580
81264,2307
73479,6301
12910,2281
26069,3774
137443,1240
26734,1571
124049,6853
125036,2732
82152,1076
7561,1103
108099,917
137240,1114
109779,912
134668,945
104592,5884
4632,430
47915,4278
33007,3543
137301,7662
95462,579
50448,734
38088,10711
141339,3304
111076,9257
14732,840
73688,462
46271,756
12068,1582
34674,734
105186,827
88869,761
105977,1902
118033,705
67067,4468
38638,945
31872,1431
84717,963
82838,6751
18030,3977
136194,1084
136198,2310
146106,10302
4621,604
105113,7678
147820,3299
44247,675
67661,11389
73686,1050
28699,666
127449,753
139789,609
111317,708
131127,1350
131374,16339
50428,4309
127600,4167
35613,1821
64291,9633
95257,734
135504,532
29010,3387
118831,732
150334,4560
31859,3774
141550,8341
19435,1736
136312,1135
22574,7730
141560,18343
23321,2514
23624,14386
112428,533
91865,417
108464,4165
51745,7085
149849,1053
147979,3864
104680,1370
130560,1841
39749,1939
79252,1882
23061,3622
36668,11088
103081,3181
111195,579
57108,716
168,397
142386,905
121465,1324
28732,2749
75697,3977
115359,789
69724,1109
9648,1012
101570,1827
17454,956
108215,2724
125827,1957
58243,4612
24071,13654
153487,2613
142709,15842
137162,1308
428,760
148216,16170
137326,4914
45002,906
143087,4685
12800,675
104573,6048
69836,1316
5569,361
14388,2756
73477,4544
102468,8599
125911,619
55123,11867
19963,2300
55479,4668
16025,1786
103196,7245
43088,1103
28543,3181
70390,909
42318,4593
97239,6751
33014,4640
53413,1269
94456,1125
75745,9633
154458,3625
25934,2726
138013,3206
55393,1697
6949,5152
78587,3975
65215,4455
81317,1942
59494,3584
53682,4612
13655,1982
77709,473
39764,4959
1252,14982
44238,7504
15254,5554
150830,766
19198,2238
30085,983
19022,2365
37626,552
24285,11946
125917,645
106884,7137
73963,16412
115765,4096
19158,4854
37131,1009
8263,570
94074,1720
49922,7503
19339,2511
61877,4619
34231,12612
14489,2536
124454,686
138311,660
36187,790
92193,1029
108319,11047
38244,703
37744,4798
21949,3209
57091,945
148172,694
53932,8069
45106,10682
11030,898
38765,9050
121288,579
32611,4466
144528,620
29544,2539
8415,526
4809,2105
10916,4705
23524,4258
23574,2039
50612,7368
80642,846
140932,1676
98142,6246
36314,1445
149456,7728
12763,2018
5403,1228
24140,2535
17157,3340
404,790
131456,1712
8702,526
105570,4282
75880,394
18017,505
151456,850
46540,3080
72474,2155
6970,3111
20309,828
135230,2918
23833,878
